date,precio_m2,var_mensual,var_trimest,var_anual,distrito,month,year
2016-01-02,3556,0.2,0.7,6.7,centro,1,2016
2016-01-01,3565,0.4,1.9,6.9,centro,1,2016
2015-01-12,3552,0.6,2.8,6.6,centro,1,2015
2015-01-11,3531,0.9,2.7,6.1,centro,1,2015
2015-01-10,3500,1.3,2.5,5.0,centro,1,2015
2015-01-09,3455,0.5,1.7,5.0,centro,1,2015
2015-01-08,3438,0.7,1.3,4.6,centro,1,2015
2015-01-07,3415,0.5,1.2,3.9,centro,1,2015
2015-01-06,3399,0.1,0.9,3.3,centro,1,2015
2015-01-05,3394,0.6,1.8,3.2,centro,1,2015
2015-01-04,3374,0.2,1.2,3.1,centro,1,2015
2015-01-03,3368,1.0,1.0,2.9,centro,1,2015
2015-01-02,3334,0.0,0.2,1.7,centro,1,2015
2015-01-01,3334,0.0,0.0,1.9,centro,1,2015
2014-01-12,3334,0.2,1.3,2.3,centro,1,2014
2014-01-11,3327,0.2,1.3,2.4,centro,1,2014
2014-01-10,3333,1.3,1.4,1.8,centro,1,2014
2014-01-09,3292,0.2,0.0,0.1,centro,1,2014
2014-01-08,3286,0.0,0.1,1.2,centro,1,2014
2014-01-07,3286,0.1,0.4,0.1,centro,1,2014
2014-01-06,3291,0.1,0.5,0.1,centro,1,2014
2014-01-05,3289,0.4,0.3,1.0,centro,1,2014
2014-01-04,3274,0.0,0.1,1.9,centro,1,2014
2014-01-03,3274,0.2,0.5,2.9,centro,1,2014
2014-01-02,3279,0.3,0.9,3.6,centro,1,2014
2014-01-01,3270,0.4,0.1,4.0,centro,1,2014
2013-01-12,3258,0.3,0.9,4.7,centro,1,2013
2013-01-11,3249,0.8,0.0,6.4,centro,1,2013
2013-01-10,3274,0.4,0.3,6.8,centro,1,2013
2013-01-09,3289,1.3,0.1,6.0,centro,1,2013
2013-01-08,3248,1.1,2.2,7.2,centro,1,2013
2013-01-07,3282,0.1,1.7,6.8,centro,1,2013
2013-01-06,3286,1.0,2.5,8.1,centro,1,2013
2013-01-05,3321,0.5,2.3,7.8,centro,1,2013
2013-01-04,3338,1.0,2.0,8.8,centro,1,2013
2013-01-03,3370,0.9,1.4,9.1,centro,1,2013
2013-01-02,3400,0.2,2.1,9.2,centro,1,2013
2013-01-01,3407,0.4,3.0,9.4,centro,1,2013
2012-01-12,3419,1.5,2.3,9.4,centro,1,2012
2012-01-11,3472,1.2,0.8,8.8,centro,1,2012
2012-01-10,3514,0.4,0.3,7.8,centro,1,2012
2012-01-09,3500,0.0,2.1,8.0,centro,1,2012
2012-01-08,3499,0.7,2.9,8.2,centro,1,2012
2012-01-07,3523,1.5,3.8,8.5,centro,1,2012
2012-01-06,3576,0.8,3.6,8.1,centro,1,2012
2012-01-05,3603,1.6,3.8,8.6,centro,1,2012
2012-01-04,3661,1.3,2.7,7.5,centro,1,2012
2012-01-03,3709,0.9,1.7,7.0,centro,1,2012
2023-01-06,5701,0.8,0.8,4.8,chamartin,1,2023
2023-01-05,5654,0.7,0.7,5.1,chamartin,1,2023
2023-01-04,5614,0.8,0.1,5.9,chamartin,1,2023
2023-01-03,5659,0.6,1.5,8.4,chamartin,1,2023
2023-01-02,5695,1.5,2.9,9.6,chamartin,1,2023
2023-01-01,5610,0.6,0.9,8.2,chamartin,1,2023
2022-01-12,5577,0.8,1.2,9.5,chamartin,1,2022
2022-01-11,5533,0.4,1.2,8.6,chamartin,1,2022
2022-01-10,5558,0.8,0.9,9.2,chamartin,1,2022
2022-01-09,5513,0.9,1.3,8.1,chamartin,1,2022
2022-01-08,5465,0.7,1.5,7.7,chamartin,1,2022
2022-01-07,5506,1.2,3.8,7.9,chamartin,1,2022
2022-01-06,5441,1.1,4.3,5.9,chamartin,1,2022
2022-01-05,5382,1.5,3.6,5.9,chamartin,1,2022
2022-01-04,5303,1.6,2.3,5.4,chamartin,1,2022
2022-01-03,5218,0.4,2.5,4.6,chamartin,1,2022
2022-01-02,5195,0.2,1.9,4.1,chamartin,1,2022
2022-01-01,5186,1.8,1.9,4.8,chamartin,1,2022
2021-01-12,5093,0.1,0.2,2.0,chamartin,1,2021
2021-01-11,5097,0.1,0.5,1.5,chamartin,1,2021
2021-01-10,5090,0.2,0.2,1.4,chamartin,1,2021
2021-01-09,5102,0.6,0.7,1.4,chamartin,1,2021
2021-01-08,5072,0.6,0.2,0.1,chamartin,1,2021
2021-01-07,5102,0.7,1.4,0.0,chamartin,1,2021
2021-01-06,5137,1.0,3.0,1.0,chamartin,1,2021
2021-01-05,5083,1.0,1.8,2.3,chamartin,1,2021
2021-01-04,5033,0.9,1.7,2.4,chamartin,1,2021
2021-01-03,4988,0.1,0.1,3.1,chamartin,1,2021
2021-01-02,4991,0.9,0.6,2.6,chamartin,1,2021
2021-01-01,4947,1.0,1.4,2.5,chamartin,1,2021
2020-01-12,4995,0.5,0.7,0.8,chamartin,1,2020
2020-01-11,5023,0.1,0.9,0.7,chamartin,1,2020
2020-01-10,5019,0.2,1.6,0.5,chamartin,1,2020
2020-01-09,5030,0.7,3.1,0.5,chamartin,1,2020
2020-01-08,5068,0.7,2.6,1.8,chamartin,1,2020
2020-01-07,5103,1.7,1.1,2.4,chamartin,1,2020
2020-01-06,5190,0.3,0.8,4.8,chamartin,1,2020
2020-01-05,5205,0.9,1.6,3.8,chamartin,1,2020
2020-01-04,5158,0.2,1.7,2.3,chamartin,1,2020
2020-01-03,5148,0.4,2.2,0.9,chamartin,1,2020
2020-01-02,5125,1.0,2.8,0.4,chamartin,1,2020
2020-01-01,5073,0.7,1.6,0.7,chamartin,1,2020
2019-01-12,5035,1.0,0.6,1.8,chamartin,1,2019
2019-01-11,4986,0.2,0.2,2.5,chamartin,1,2019
2019-01-10,4995,0.3,0.3,1.2,chamartin,1,2019
2019-01-09,5008,0.6,1.1,0.2,chamartin,1,2019
2019-01-08,4977,0.1,0.8,0.6,chamartin,1,2019
2019-01-07,4981,0.6,1.2,1.4,chamartin,1,2019
2019-01-06,4951,1.3,3.0,1.8,chamartin,1,2019
2019-01-05,5016,0.5,2.5,3.4,chamartin,1,2019
2019-01-04,5041,1.2,1.3,5.1,chamartin,1,2019
2019-01-03,5102,0.8,0.4,7.4,chamartin,1,2019
2019-01-02,5146,0.7,0.7,9.0,chamartin,1,2019
2019-01-01,5109,0.3,1.1,10.2,chamartin,1,2019
2018-01-12,5125,0.3,2.2,12.2,chamartin,1,2018
2018-01-11,5111,1.1,3.3,12.5,chamartin,1,2018
2018-01-10,5055,0.8,2.9,11.5,chamartin,1,2018
2018-01-09,5017,1.4,3.1,11.9,chamartin,1,2018
2018-01-08,4946,0.7,1.9,11.1,chamartin,1,2018
2018-01-07,4911,1.0,2.4,11.4,chamartin,1,2018
2018-01-06,4864,0.2,2.3,10.7,chamartin,1,2018
2018-01-05,4853,1.2,2.8,11.1,chamartin,1,2018
2018-01-04,4797,0.9,3.4,10.5,chamartin,1,2018
2018-01-03,4753,0.7,4.0,10.4,chamartin,1,2018
2018-01-02,4720,1.8,3.8,10.4,chamartin,1,2018
2018-01-01,4638,1.5,2.3,9.2,chamartin,1,2018
2017-01-12,4570,0.5,1.9,8.5,chamartin,1,2017
2017-01-11,4545,0.3,2.1,7.9,chamartin,1,2017
2017-01-10,4533,1.1,2.8,7.5,chamartin,1,2017
2017-01-09,4483,0.7,2.1,6.2,chamartin,1,2017
2017-01-08,4453,1.0,1.9,6.4,chamartin,1,2017
2017-01-07,4408,0.4,1.6,6.6,chamartin,1,2017
2017-01-06,4392,0.5,2.1,6.6,chamartin,1,2017
2017-01-05,4369,0.7,2.1,5.2,chamartin,1,2017
2017-01-04,4340,0.8,2.2,5.5,chamartin,1,2017
2017-01-03,4304,0.6,2.2,5.0,chamartin,1,2017
2017-01-02,4277,0.7,1.5,5.1,chamartin,1,2017
2017-01-01,4246,0.8,0.6,4.6,chamartin,1,2017
2016-01-12,4213,0.0,0.2,4.8,chamartin,1,2016
2016-01-11,4214,0.1,0.7,5.1,chamartin,1,2016
2016-01-10,4219,0.1,2.0,6.0,chamartin,1,2016
2016-01-09,4223,0.9,2.5,5.6,chamartin,1,2016
2016-01-08,4184,1.2,0.8,5.1,chamartin,1,2016
2016-01-07,4134,0.4,0.5,3.4,chamartin,1,2016
2016-01-06,4119,0.8,0.5,2.9,chamartin,1,2016
2016-01-05,4151,0.9,2.0,4.8,chamartin,1,2016
2016-01-04,4112,0.4,1.3,4.0,chamartin,1,2016
2016-01-03,4098,0.7,1.9,3.5,chamartin,1,2016
2016-01-02,4069,0.2,1.5,3.4,chamartin,1,2016
2016-01-01,4059,1.0,2.0,3.7,chamartin,1,2016
2015-01-12,4020,0.3,0.5,3.4,chamartin,1,2015
2015-01-11,4010,0.8,0.7,3.2,chamartin,1,2015
2015-01-10,3979,0.5,0.5,2.6,chamartin,1,2015
2015-01-09,3999,0.5,0.1,3.0,chamartin,1,2015
2015-01-08,3980,0.5,0.5,2.5,chamartin,1,2015
2015-01-07,4000,0.1,1.2,2.2,chamartin,1,2015
2015-01-06,4004,1.1,1.1,2.6,chamartin,1,2015
2015-01-05,3962,0.2,0.6,2.5,chamartin,1,2015
2015-01-04,3953,0.2,1.0,1.6,chamartin,1,2015
2015-01-03,3960,0.6,1.8,2.2,chamartin,1,2015
2015-01-02,3937,0.6,1.3,1.9,chamartin,1,2015
2015-01-01,3914,0.7,0.9,1.1,chamartin,1,2015
2014-01-12,3889,0.0,0.1,0.4,chamartin,1,2014
2014-01-11,3887,0.2,0.1,0.4,chamartin,1,2014
2014-01-10,3877,0.2,0.9,0.3,chamartin,1,2014
2014-01-09,3884,0.0,0.5,1.0,chamartin,1,2014
2014-01-08,3885,0.7,0.5,0.8,chamartin,1,2014
2014-01-07,3912,0.2,0.6,0.8,chamartin,1,2014
2014-01-06,3904,1.0,0.8,1.1,chamartin,1,2014
2014-01-05,3866,0.6,0.0,2.1,chamartin,1,2014
2014-01-04,3889,0.4,0.4,2.1,chamartin,1,2014
2014-01-03,3875,0.3,0.1,2.9,chamartin,1,2014
2014-01-02,3864,0.2,0.9,4.1,chamartin,1,2014
2014-01-01,3873,0.0,0.5,4.4,chamartin,1,2014
2013-01-12,3871,0.7,1.4,4.2,chamartin,1,2013
2013-01-11,3901,0.3,0.4,4.5,chamartin,1,2013
2013-01-10,3891,0.9,1.3,5.8,chamartin,1,2013
2013-01-09,3925,0.2,0.6,4.7,chamartin,1,2013
2013-01-08,3916,0.7,0.8,5.3,chamartin,1,2013
2013-01-07,3943,0.1,0.8,5.8,chamartin,1,2013
2013-01-06,3947,0.1,1.0,7.0,chamartin,1,2013
2013-01-05,3949,0.6,2.0,7.5,chamartin,1,2013
2013-01-04,3973,0.4,1.9,7.5,chamartin,1,2013
2013-01-03,3988,1.0,1.3,7.0,chamartin,1,2013
2013-01-02,4029,0.5,1.3,7.0,chamartin,1,2013
2013-01-01,4051,0.2,1.9,7.1,chamartin,1,2013
2012-01-12,4041,1.0,1.9,7.4,chamartin,1,2012
2012-01-11,4083,1.1,1.2,7.6,chamartin,1,2012
2012-01-10,4128,0.3,1.3,6.7,chamartin,1,2012
2012-01-09,4118,0.4,3.0,7.4,chamartin,1,2012
2012-01-08,4133,1.2,3.2,7.6,chamartin,1,2012
2012-01-07,4184,1.4,2.5,7.6,chamartin,1,2012
2012-01-06,4245,0.5,1.0,7.5,chamartin,1,2012
2012-01-05,4268,0.6,1.5,7.1,chamartin,1,2012
2012-01-04,4294,0.2,1.5,6.2,chamartin,1,2012
2012-01-03,4287,1.0,1.8,6.3,chamartin,1,2012
2023-01-06,5943,0.4,0.3,5.0,chamberi,1,2023
2023-01-05,5921,0.1,0.5,5.9,chamberi,1,2023
2023-01-04,5928,0.1,1.2,7.8,chamberi,1,2023
2023-01-03,5923,0.5,1.8,8.2,chamberi,1,2023
2023-01-02,5891,0.6,1.3,8.2,chamberi,1,2023
2023-01-01,5857,0.7,0.8,7.8,chamberi,1,2023
2022-01-12,5818,0.0,0.4,7.8,chamberi,1,2022
2022-01-11,5816,0.1,2.0,8.4,chamberi,1,2022
2022-01-10,5811,0.3,2.4,8.8,chamberi,1,2022
2022-01-09,5796,1.7,2.5,9.0,chamberi,1,2022
2022-01-08,5702,0.5,2.0,7.6,chamberi,1,2022
2022-01-07,5675,0.3,3.2,7.2,chamberi,1,2022
2022-01-06,5657,1.2,3.4,7.2,chamberi,1,2022
2022-01-05,5592,1.7,2.7,7.6,chamberi,1,2022
2022-01-04,5500,0.5,1.2,5.6,chamberi,1,2022
2022-01-03,5473,0.5,1.4,4.8,chamberi,1,2022
2022-01-02,5446,0.2,1.5,4.3,chamberi,1,2022
2022-01-01,5432,0.6,1.7,4.2,chamberi,1,2022
2021-01-12,5397,0.6,1.5,2.9,chamberi,1,2021
2021-01-11,5368,0.5,1.3,1.9,chamberi,1,2021
2021-01-10,5341,0.4,0.9,0.6,chamberi,1,2021
2021-01-09,5319,0.4,0.8,0.8,chamberi,1,2021
2021-01-08,5297,0.0,1.9,0.6,chamberi,1,2021
2021-01-07,5295,0.4,1.7,0.4,chamberi,1,2021
2021-01-06,5276,1.5,1.0,1.8,chamberi,1,2021
2021-01-05,5197,0.2,0.5,3.3,chamberi,1,2021
2021-01-04,5206,0.3,0.2,2.4,chamberi,1,2021
2021-01-03,5222,0.0,0.5,1.8,chamberi,1,2021
2021-01-02,5222,0.1,0.9,1.2,chamberi,1,2021
2021-01-01,5215,0.6,1.8,0.5,chamberi,1,2021
2020-01-12,5247,0.4,2.1,0.0,chamberi,1,2020
2020-01-11,5270,0.7,1.1,0.2,chamberi,1,2020
2020-01-10,5309,0.9,0.2,0.6,chamberi,1,2020
2020-01-09,5359,0.6,0.3,1.8,chamberi,1,2020
2020-01-08,5329,0.2,0.8,1.1,chamberi,1,2020
2020-01-07,5319,1.0,0.3,1.0,chamberi,1,2020
2020-01-06,5374,0.0,1.1,2.2,chamberi,1,2020
2020-01-05,5374,0.7,1.7,2.0,chamberi,1,2020
2020-01-04,5335,0.4,1.8,1.2,chamberi,1,2020
2020-01-03,5316,0.6,1.3,1.3,chamberi,1,2020
2020-01-02,5286,0.8,0.5,0.5,chamberi,1,2020
2020-01-01,5242,0.1,0.7,0.7,chamberi,1,2020
2019-01-12,5248,0.3,0.3,1.1,chamberi,1,2019
2019-01-11,5261,0.3,0.2,0.6,chamberi,1,2019
2019-01-10,5279,0.3,0.2,0.2,chamberi,1,2019
2019-01-09,5265,0.1,0.1,0.3,chamberi,1,2019
2019-01-08,5270,0.0,0.0,0.8,chamberi,1,2019
2019-01-07,5269,0.2,0.1,1.8,chamberi,1,2019
2019-01-06,5257,0.2,0.2,2.4,chamberi,1,2019
2019-01-05,5268,0.1,0.1,4.3,chamberi,1,2019
2019-01-04,5273,0.5,0.1,5.7,chamberi,1,2019
2019-01-03,5248,0.3,1.1,6.7,chamberi,1,2019
2019-01-02,5262,0.3,0.6,8.1,chamberi,1,2019
2019-01-01,5279,0.5,0.2,9.0,chamberi,1,2019
2018-01-12,5304,0.2,1.1,11.3,chamberi,1,2018
2018-01-11,5294,0.1,1.3,12.7,chamberi,1,2018
2018-01-10,5288,0.8,2.1,14.6,chamberi,1,2018
2018-01-09,5247,0.4,2.2,16.2,chamberi,1,2018
2018-01-08,5226,0.9,3.5,16.5,chamberi,1,2018
2018-01-07,5177,0.9,3.8,15.5,chamberi,1,2018
2018-01-06,5132,1.6,4.3,16.6,chamberi,1,2018
2018-01-05,5052,1.2,3.8,17.5,chamberi,1,2018
2018-01-04,4990,1.4,3.0,18.0,chamberi,1,2018
2018-01-03,4919,1.1,3.2,18.1,chamberi,1,2018
2018-01-02,4866,0.5,3.6,18.1,chamberi,1,2018
2018-01-01,4844,1.6,5.0,19.5,chamberi,1,2018
2017-01-12,4766,1.4,5.6,18.7,chamberi,1,2017
2017-01-11,4699,1.9,4.7,17.7,chamberi,1,2017
2017-01-10,4612,2.2,2.9,16.5,chamberi,1,2017
2017-01-09,4515,0.7,2.6,14.9,chamberi,1,2017
2017-01-08,4486,0.1,4.3,14.1,chamberi,1,2017
2017-01-07,4482,1.8,6.0,13.9,chamberi,1,2017
2017-01-06,4401,2.4,5.7,11.5,chamberi,1,2017
2017-01-05,4299,1.7,4.4,9.4,chamberi,1,2017
2017-01-04,4229,1.6,4.3,9.2,chamberi,1,2017
2017-01-03,4164,1.1,3.7,8.8,chamberi,1,2017
2017-01-02,4119,1.6,3.2,8.8,chamberi,1,2017
2017-01-01,4053,1.0,2.4,6.3,chamberi,1,2017
2016-01-12,4015,0.6,2.2,5.5,chamberi,1,2016
2016-01-11,3991,0.8,1.5,5.6,chamberi,1,2016
2016-01-10,3960,0.8,0.6,5.0,chamberi,1,2016
2016-01-09,3929,0.1,0.4,4.7,chamberi,1,2016
2016-01-08,3933,0.1,0.0,5.5,chamberi,1,2016
2016-01-07,3936,0.2,1.6,5.6,chamberi,1,2016
2016-01-06,3946,0.4,3.1,5.9,chamberi,1,2016
2016-01-05,3931,1.5,3.9,6.5,chamberi,1,2016
2016-01-04,3873,1.2,1.6,5.5,chamberi,1,2016
2016-01-03,3827,1.1,0.6,5.2,chamberi,1,2016
2016-01-02,3785,0.7,0.2,4.8,chamberi,1,2016
2016-01-01,3812,0.2,1.1,6.2,chamberi,1,2016
2015-01-12,3804,0.7,1.4,6.7,chamberi,1,2015
2015-01-11,3778,0.2,1.3,5.6,chamberi,1,2015
2015-01-10,3772,0.5,1.2,4.6,chamberi,1,2015
2015-01-09,3752,0.6,0.7,4.1,chamberi,1,2015
2015-01-08,3728,0.1,1.0,4.3,chamberi,1,2015
2015-01-07,3726,0.0,1.5,3.9,chamberi,1,2015
2015-01-06,3727,0.9,2.5,3.3,chamberi,1,2015
2015-01-05,3693,0.6,2.3,3.0,chamberi,1,2015
2015-01-04,3672,0.9,2.3,3.1,chamberi,1,2015
2015-01-03,3638,0.7,2.0,1.5,chamberi,1,2015
2015-01-02,3611,0.6,1.0,1.0,chamberi,1,2015
2015-01-01,3589,0.7,0.5,0.1,chamberi,1,2015
2014-01-12,3566,0.3,1.1,1.3,chamberi,1,2014
2014-01-11,3576,0.8,0.0,2.6,chamberi,1,2014
2014-01-10,3606,0.1,0.5,1.8,chamberi,1,2014
2014-01-09,3604,0.8,0.2,2.0,chamberi,1,2014
2014-01-08,3575,0.3,0.3,2.1,chamberi,1,2014
2014-01-07,3586,0.6,0.7,2.4,chamberi,1,2014
2014-01-06,3610,0.6,0.7,1.7,chamberi,1,2014
2014-01-05,3587,0.7,0.3,3.2,chamberi,1,2014
2014-01-04,3562,0.6,0.9,5.0,chamberi,1,2014
2014-01-03,3584,0.2,0.8,4.5,chamberi,1,2014
2014-01-02,3575,0.5,2.6,7.1,chamberi,1,2014
2014-01-01,3593,0.6,2.1,6.8,chamberi,1,2014
2013-01-12,3613,1.6,1.8,6.4,chamberi,1,2013
2013-01-11,3671,0.0,0.5,5.5,chamberi,1,2013
2013-01-10,3671,0.2,0.1,6.4,chamberi,1,2013
2013-01-09,3678,0.7,0.1,6.1,chamberi,1,2013
2013-01-08,3653,0.6,1.4,7.0,chamberi,1,2013
2013-01-07,3674,0.0,2.0,7.0,chamberi,1,2013
2013-01-06,3673,0.9,2.2,8.3,chamberi,1,2013
2013-01-05,3705,1.1,3.7,8.6,chamberi,1,2013
2013-01-04,3748,0.2,2.8,8.3,chamberi,1,2013
2013-01-03,3754,2.4,2.8,8.7,chamberi,1,2013
2013-01-02,3847,0.3,1.0,6.6,chamberi,1,2013
2013-01-01,3857,0.1,1.7,7.0,chamberi,1,2013
2012-01-12,3861,0.6,1.4,7.2,chamberi,1,2012
2012-01-11,3885,1.0,1.1,8.0,chamberi,1,2012
2012-01-10,3923,0.2,0.7,7.0,chamberi,1,2012
2012-01-09,3915,0.3,2.2,8.1,chamberi,1,2012
2012-01-08,3929,0.6,3.1,7.6,chamberi,1,2012
2012-01-07,3952,1.3,3.3,8.5,chamberi,1,2012
2012-01-06,4004,1.2,2.6,7.8,chamberi,1,2012
2012-01-05,4054,0.8,1.6,7.9,chamberi,1,2012
2012-01-04,4087,0.6,1.4,6.7,chamberi,1,2012
2012-01-03,4112,0.2,1.2,6.9,chamberi,1,2012
2023-01-06,3382,0.1,3.1,7.7,ciudad_lineal,1,2023
2023-01-05,3384,1.0,4.0,8.3,ciudad_lineal,1,2023
2023-01-04,3352,2.2,3.3,8.7,ciudad_lineal,1,2023
2023-01-03,3281,0.8,0.7,8.0,ciudad_lineal,1,2023
2023-01-02,3255,0.3,0.8,6.8,ciudad_lineal,1,2023
2023-01-01,3244,0.5,1.5,8.3,ciudad_lineal,1,2023
2022-01-12,3260,0.7,1.2,9.2,ciudad_lineal,1,2022
2022-01-11,3281,0.4,0.2,10.8,ciudad_lineal,1,2022
2022-01-10,3294,0.1,3.0,12.0,ciudad_lineal,1,2022
2022-01-09,3298,0.7,5.1,11.4,ciudad_lineal,1,2022
2022-01-08,3275,2.4,4.9,9.8,ciudad_lineal,1,2022
2022-01-07,3198,1.9,3.7,6.7,ciudad_lineal,1,2022
2022-01-06,3139,0.5,3.3,5.6,ciudad_lineal,1,2022
2022-01-05,3123,1.3,2.5,6.5,ciudad_lineal,1,2022
2022-01-04,3084,1.5,2.9,5.2,ciudad_lineal,1,2022
2022-01-03,3039,0.2,1.8,3.0,ciudad_lineal,1,2022
2022-01-02,3046,1.7,2.8,3.1,ciudad_lineal,1,2022
2022-01-01,2996,0.4,1.9,2.3,ciudad_lineal,1,2022
2021-01-12,2985,0.8,0.8,2.0,ciudad_lineal,1,2021
2021-01-11,2962,0.7,0.7,1.0,ciudad_lineal,1,2021
2021-01-10,2941,0.7,1.9,0.3,ciudad_lineal,1,2021
2021-01-09,2962,0.7,0.4,0.4,ciudad_lineal,1,2021
2021-01-08,2983,0.5,1.7,0.3,ciudad_lineal,1,2021
2021-01-07,2998,0.8,2.3,1.0,ciudad_lineal,1,2021
2021-01-06,2974,1.4,0.8,1.0,ciudad_lineal,1,2021
2021-01-05,2934,0.1,0.7,3.9,ciudad_lineal,1,2021
2021-01-04,2931,0.7,0.1,2.4,ciudad_lineal,1,2021
2021-01-03,2951,0.2,0.9,1.8,ciudad_lineal,1,2021
2021-01-02,2956,1.0,0.7,1.7,ciudad_lineal,1,2021
2021-01-01,2928,0.1,0.7,2.6,ciudad_lineal,1,2021
2020-01-12,2926,0.3,1.7,2.7,ciudad_lineal,1,2020
2020-01-11,2934,0.5,1.3,2.7,ciudad_lineal,1,2020
2020-01-10,2949,0.9,0.7,2.6,ciudad_lineal,1,2020
2020-01-09,2975,0.0,1.0,2.6,ciudad_lineal,1,2020
2020-01-08,2974,0.2,2.6,3.8,ciudad_lineal,1,2020
2020-01-07,2969,1.2,1.1,3.9,ciudad_lineal,1,2020
2020-01-06,3005,1.6,0.0,2.2,ciudad_lineal,1,2020
2020-01-05,3054,1.7,1.6,0.2,ciudad_lineal,1,2020
2020-01-04,3002,0.1,0.1,1.7,ciudad_lineal,1,2020
2020-01-03,3005,0.0,0.1,1.1,ciudad_lineal,1,2020
2020-01-02,3006,0.0,0.3,0.7,ciudad_lineal,1,2020
2020-01-01,3006,0.1,0.7,0.5,ciudad_lineal,1,2020
2019-01-12,3008,0.3,1.5,0.7,ciudad_lineal,1,2019
2019-01-11,3016,0.4,2.4,2.6,ciudad_lineal,1,2019
2019-01-10,3027,0.9,2.0,3.3,ciudad_lineal,1,2019
2019-01-09,3055,1.1,0.6,4.7,ciudad_lineal,1,2019
2019-01-08,3090,0.0,1.0,4.8,ciudad_lineal,1,2019
2019-01-07,3089,0.5,1.1,5.6,ciudad_lineal,1,2019
2019-01-06,3073,0.4,1.1,7.2,ciudad_lineal,1,2019
2019-01-05,3060,0.2,1.1,8.8,ciudad_lineal,1,2019
2019-01-04,3055,0.6,1.1,10.1,ciudad_lineal,1,2019
2019-01-03,3038,0.4,1.7,10.5,ciudad_lineal,1,2019
2019-01-02,3027,0.1,2.9,12.9,ciudad_lineal,1,2019
2019-01-01,3022,1.2,3.1,15.8,ciudad_lineal,1,2019
2018-01-12,2988,1.6,2.4,15.4,ciudad_lineal,1,2018
2018-01-11,2941,0.4,0.2,13.6,ciudad_lineal,1,2018
2018-01-10,2930,0.4,0.2,13.3,ciudad_lineal,1,2018
2018-01-09,2918,1.0,1.8,13.7,ciudad_lineal,1,2018
2018-01-08,2947,0.8,4.8,15.9,ciudad_lineal,1,2018
2018-01-07,2924,2.0,5.4,15.2,ciudad_lineal,1,2018
2018-01-06,2866,1.9,4.2,14.3,ciudad_lineal,1,2018
2018-01-05,2811,1.3,4.8,13.3,ciudad_lineal,1,2018
2018-01-04,2775,0.9,6.4,12.9,ciudad_lineal,1,2018
2018-01-03,2750,2.6,6.2,12.7,ciudad_lineal,1,2018
2018-01-02,2681,2.8,3.6,9.8,ciudad_lineal,1,2018
2018-01-01,2609,0.8,0.9,9.1,ciudad_lineal,1,2018
2017-01-12,2589,0.0,0.9,7.1,ciudad_lineal,1,2017
2017-01-11,2589,0.1,1.8,5.4,ciudad_lineal,1,2017
2017-01-10,2586,0.8,1.9,5.5,ciudad_lineal,1,2017
2017-01-09,2566,0.9,2.3,6.2,ciudad_lineal,1,2017
2017-01-08,2544,0.2,2.5,6.1,ciudad_lineal,1,2017
2017-01-07,2538,1.2,3.3,5.4,ciudad_lineal,1,2017
2017-01-06,2507,1.0,2.8,4.0,ciudad_lineal,1,2017
2017-01-05,2482,1.0,1.7,2.4,ciudad_lineal,1,2017
2017-01-04,2458,0.7,2.7,1.2,ciudad_lineal,1,2017
2017-01-03,2440,0.1,0.9,1.0,ciudad_lineal,1,2017
2017-01-02,2441,2.0,0.7,1.3,ciudad_lineal,1,2017
2017-01-01,2393,1.0,2.3,0.2,ciudad_lineal,1,2017
2016-01-12,2418,1.6,0.1,0.6,ciudad_lineal,1,2016
2016-01-11,2457,0.3,2.5,1.7,ciudad_lineal,1,2016
2016-01-10,2450,1.4,1.7,1.4,ciudad_lineal,1,2016
2016-01-09,2416,0.8,0.2,0.3,ciudad_lineal,1,2016
2016-01-08,2397,0.5,1.1,0.6,ciudad_lineal,1,2016
2016-01-07,2409,0.0,0.7,0.5,ciudad_lineal,1,2016
2016-01-06,2410,0.5,0.2,2.1,ciudad_lineal,1,2016
2016-01-05,2423,0.2,0.5,1.1,ciudad_lineal,1,2016
2016-01-04,2427,0.5,1.3,1.1,ciudad_lineal,1,2016
2016-01-03,2416,0.2,0.5,1.7,ciudad_lineal,1,2016
2016-01-02,2410,0.6,0.2,1.5,ciudad_lineal,1,2016
2016-01-01,2397,0.3,0.8,2.4,ciudad_lineal,1,2016
2015-01-12,2404,0.4,0.1,0.4,ciudad_lineal,1,2015
2015-01-11,2415,0.0,0.1,1.5,ciudad_lineal,1,2015
2015-01-10,2415,0.3,0.2,2.4,ciudad_lineal,1,2015
2015-01-09,2407,0.2,2.2,2.5,ciudad_lineal,1,2015
2015-01-08,2412,0.3,1.5,0.7,ciudad_lineal,1,2015
2015-01-07,2420,1.7,1.4,0.0,ciudad_lineal,1,2015
2015-01-06,2461,0.5,0.1,1.6,ciudad_lineal,1,2015
2015-01-05,2450,0.2,0.1,1.2,ciudad_lineal,1,2015
2015-01-04,2455,0.1,0.1,0.6,ciudad_lineal,1,2015
2015-01-03,2459,0.5,1.8,0.6,ciudad_lineal,1,2015
2015-01-02,2446,0.4,0.2,1.7,ciudad_lineal,1,2015
2015-01-01,2457,1.8,0.7,1.9,ciudad_lineal,1,2015
2014-01-12,2414,1.5,2.3,3.9,ciudad_lineal,1,2014
2014-01-11,2451,0.9,2.3,2.4,ciudad_lineal,1,2014
2014-01-10,2474,0.2,2.2,1.5,ciudad_lineal,1,2014
2014-01-09,2470,3.1,1.3,1.8,ciudad_lineal,1,2014
